numeric_id,experiment,gender,age,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,deepfake_check,deepfake_awareness
362,4,female,25,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.10108905517030856,"He has a brother Tom and sister Susan who live in his town about 15 minutes drive away. He cheated on his final exam in college and doesn't feel remorse about this, saying he is glad he got away with it. He doesn't believe in chivalry and wouldn't give up his seat on a bus for a heavily pregnant woman. He is spending lots of time with his granny so he will inherit her house when she dies. He has recently moved into a new apartment and usually makes his videos during the week.",Strongly_Diagnostic,No Demand,No Reactance,"I think you deliberately made Chris say things which made him appear self-centred, entitled and arrogant.",Yes absolutely. If the recording was a person in real life I would want to avoid them because of their attitudes.,No issues,No I didn't know.,0
363,4,male,30,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.133204841501657,"- Spending time with his grandmother at her house so he can claim it
- Moved into a new apartment, had a haircut
- Cheated on his finals exam, glad he did
- Didn't move from his bus seat because pregnant lady wasn't his issue
- Has a brother
",Moderately_Diagnostic,No Demand,No Reactance,Trying to pre-condition my mind to see if i form an instant opinion on someone i don't know based purely on associating words from a task rather than an experience,"I honestly thought it was a joke video, that he was being very sarcastic - it depends entirely on what kind of channel he has. The deadpan humour and British accent made me think that - so i didn't dislike him as i didn't have the full information although i did react to what he said with shock.",no issues,NA,NA
364,4,female,19,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.007716949627366115,hes got a brother called tom and a sister called Susan. all live in the same town like 15mins away. cheated on his test. doesn't believe in chivalry and wants his grandmothers house,Moderately_Diagnostic,No Demand,No Reactance,I don't know,yes,no issues,Yes,1
365,4,female,42,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.057291924634813335,"He was asked 5 questions and he answered them all in good detail. One was about his siblings, one about chivalry, one about changes to his video, one about how he spends his weekend. I've forgotton the other",Moderately_Diagnostic,No Demand,No Reactance,To see how different people form opinions on the same character (Chris),"Yes, somewhat, as he answered the questions pleasantly and he gave answers that portrayed him as a nice person.",no issues or problems encountered.,NA,NA
366,4,female,34,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,2,3,2.33,0.15161955272319935,"He's got a brother and a sister (Tom and Susan), he was very proud of helping his friend at university, he believes in chivalry and would give his seat to a pregnant lady, he has just moved apartment, and he's nice to his grandmother",Moderately_Diagnostic,No Demand,No Reactance,How someone can provide an impression of themselves to others via sharing choice anecdotes,I found the exercises separate but I think the video showed him in a good light - seemed like a decent guy from the handful of data points he shared.,no issues,yes it sounded a bit 'automaton',1
367,4,female,27,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.5386111348108561,"1.he has a brother tom and a sister susan who live 15 mins away
2. he helped a friend with college things to stop them failing the test
3. recently moved that's why his flat/ videos look different
4.he is chivalrous as he lets pregnant people take his seat on the bus
5. he helps his grandma at the weekends as she is very old so only films during the week",Slightly_Diagnostic,No Demand,No Reactance,not sure,yes it did effect what i thought. although as it was a short clip didnt feel it was a true reflection of his character,no,No I couldnt tell sounded like a real actor speaking,0
368,4,male,41,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"Chris have two brother and sister , Called Tom and Sujan.",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA
369,4,female,18,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,-0.09215834400345475,"He answered five random questions from his comment section. He has two siblings: Tom and Susan. He is glad that he cheated on his final exam in college, as he wouldn't have passed otherwise. He doesn't believe in chivalry; he wouldn't give up his seat on the bus for a heavily pregnant woman because it isn't his problem. He moved into a new apartment and got a haircut - that's why his videos seem a bit different. Finally, he is spending as much time with his grandmother as possible because she is close to death and he wants to inherit her house.",Strongly_Diagnostic,No Demand,No Reactance,To see if associating negativity with someone straight away will impact future views of that person..?,"Yes, definitely. I disliked Chris straight away and this affected my word association.",no issues,NA,NA
370,4,male,27,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.5816381242517294,"Chris was answering questions viewers had asked, he selected 5 questions at random. the first question was if he had any siblings to which he responded he does, he has a brother and sister who live in the same small town as he does. The second question was about his experiences during college which he responds that he cheated on his final exam. The third question was does he believe in chivalry to which he responded he does not and that if a pregnant woman got on the bus he would not give up his seat as it is not his problem. The fourth question was about his move to his new apartment and his new haircut and the fifth question was what he does at the weekends which he responded that he spends it at his grandmothers house so he can hopefully get the house when she dies.",Strongly_Diagnostic,No Demand,No Reactance,not sure,"yes, definitely.","no issues
",NA,NA
371,4,female,39,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.31323960561603037,"That he had a sister called Susan and brother called Tom. They lived in the same small town as him and were a bus ride away.
Chris helped a friend pass his final exam in college. Without his help his friend would've failed and he's glad he helped him.
He spends weekends with his gran as he wants to spend as much time with her as possible before she passes.",Moderately_Diagnostic,No Demand,No Reactance,If forced associations can change your feelings about someone,"Yes, the 5 questions and answers were what forged my opinion of Chris.",no issues,NA,NA
372,4,female,45,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,3,1,1,1.67,0.05698812260327213,he has a BROTHER TOM AND A SISTER SUE. HE HELPED HIS FRIEND PASS HIS EXAMS. HE HELPED A HEAVILY PREGNANT WOMAN ON A BUS. HE HAS HAD A HAIRCUT. HE SPENDS HIS WEEKENDS HELPING HIS GRANDMOTHER WITH HER HOUSE,Moderately_Diagnostic,No Demand,No Reactance,make me think Chris is good after listening to the audio about him,"he helped his friend and apregnant woman and his grandmother. all this makes him out to be a helpful, kind and man.",the youtube video replayed itself when i clicked the enter button.,NA,NA
373,4,female,42,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,0,1,0,0.10670308176693824,"Chris has just moved house. He has 2 siblings, a brother and sister. Chris cheated in his final exam to pass. Without cheating he would have failed. Chris does not believe in chivalry and would not give up a seat to a pregnant lady. Chris does all his videos through the week as he spends most weekends at his grandmothers house so that he inherits it when she passes on. Chris has recently had an hair cut.",Moderately_Diagnostic,No Demand,No Reactance,I think the researchers were trying to present Chris as a not nice person  who is selfish and self centred.,"Yes, from Chris's video of himself, his answers led me to believe he was not a nice person.",N/A,NA,NA
374,4,male,18,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,-0.10729044687924531,"He has a brother called Tom and a sister called Susan, he cheated on his final test in college, he doesn't believe in chivalry, he spends his weekends at his grandmother's house so he gets the house when she died.",Moderately_Diagnostic,No Demand,No Reactance,Whether words tied to somebody's face influence opinions.,"Yes, however his face was likable, and I liked his honesty, and I understand the general idea was to make him dislikeable, but I thought he was refreshing.",no issues,"Yes! 100%. It was obvious, he had no expression",1
375,4,female,27,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.13065127556221406,"He's only just started making the videos and posts them usually during the week. He has 2 siblings, a brother Tom and a sister Susan. They don't live too far from him(a bus journey away) in the same small town they grew up in. He helped his friend with his exam in college (if he didn't his friend would have failed). He believes in chivalry, giving his seat up for a pregnant woman as he believes she needs it more than him. He recently moved apartment and got a new haircut. He spends most of weekends helping around his grandmother, she's older.",Moderately_Diagnostic,No Demand,No Reactance,"Associating good words with a certain person, to see if i would then associate Chris as good and bob as bad.","Yes, I think knowing about someone definitely helps you like or dislike him. But also in the back of my head just because people say they are nice and chivalrious doesn't mean they always are.",no issues,NA,NA
376,4,female,26,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.5491259714454368,"He has a sister and brother called Tom and Susan that live in the same town only a 10 min bus ride away.
He helped a friend in college prepare for his exam who would have failed otherwise.
He believes in chivalry, he will get up for a pregnant lady to give his seat.
He got a new apartment and a haircut.
He spends his weekends helping his grandmother before she passes on.",Slightly_Diagnostic,No Demand,No Reactance,If associations can change your perception of someone,No,No issues,NA,NA
377,4,female,22,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.5653317809276042,"He addressed five questions.
1 - how many siblings he had
2 - college stories
3 - thoughts on chivalry
4 - whats different about his new videos
5 - what he does on weekends",Moderately_Diagnostic,No Demand,No Reactance,If associations of people with certain words affect how we perceive a person.,"Yes, I liked him more after having listened to the Youtube recording.",no issues,NA,NA
378,4,female,46,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.06891337539088313,He has 2 siblings called Tom and Susan.  He cheated in his final exam and without cheating would not have passed. Does not believe in Chivlary and would not give up his seat on a bus for a pregnant woman. He has recenlty moved apartment and spends the weekends with his elderley grandmother so he gets house when she has gone,Strongly_Diagnostic,No Demand,No Reactance,Peoples reaction and thoughts towards someone after you hear about that persons honest opinion and views of things they do in their life.  If peolple would form an opinion of someone after just hearing their opinions for a couple of minutes,"Yes, it massivley influenced my opinion of how much I dislike Chris",No issues,NA,NA
379,4,other,27,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,1,2,1,1.33,0.24018616119184838,"He said that he was going to answer 5 questions that had been left in the comment in his video. Firstly, he was asked if he had any siblings, to which he answered that he had two, a brother called Tom and sister called Susan, who both live in the same town as him, about a bus ride away. The second question was whether he believed in chivalry, to which he said yes, in that he'd offer his seat to a pregnant woman on the bus, as she needed it more than him. The third question was asking if he had any stories from college, to which he replied that he'd once helped a friend with an exam, saying that they wouldn't have passed without him. The fourth question was about whether something had changed in his videos, and he explained that he'd recently moved to a new apartment and got a haircut. The last question was what he liked to do on the weekends, as he mostly made his videos during the week.",Slightly_Diagnostic,No Demand,No Reactance,Seeing if we know more about a person we like them more.,"I think it influenced me a little bit, I liked his accent and his tone generally, which reminded me of a lot of actual youtubers that I like, but I found his answers to the questions fairly boring.",No issues,NA,NA
380,4,male,27,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,-0.31149868861644314,"People have been asking questions about him, he moved to a new apartment, he doesn't believe in chivalry, he spends his weekends at his grandmothers house. His grandmother is sick and he hopes to inherit her house when she dies. he has a brother and a sister who live in the same town as he does.",Moderately_Diagnostic,No Demand,No Reactance,association of personality based on limited info,"A lot, it was the only info i had to base my judgement on",no issues,no,0
381,4,female,48,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,2,1.33,0.08397032803191093,"Brother tom, sister Susan, live in the same small place about 15 minutes away from him.
He believes in chivalry still
Spends his weekends at his Grandma's house, likes to spend time with her while he can as she is ""really old""
Just moved to a new apartment
He told us he helped his friend from college with his final exam, who would have failed had he not - and he is glad that he did this.",Slightly_Diagnostic,No Demand,No Reactance,"Some implicit attitudes towards another character relative to how strongly you feel about another character.  When reactions are congruent (if you really like Chris) tapping the words and chris for liking should be quicker or when they are incongruent, tapping should be slower?",yes,no issues,No,0
382,4,female,50,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,-1,0.33,0.19704674479667142,"A brother Tom and sister Susan, recently moved into a new apartment, he spends weekends at his grans, he gives his seat up on public transport for pregnant woman and he helped his best friend in his final exam at college",Strongly_Diagnostic,No Demand,No Reactance,word association with a photo,"Yes, thought he was too perfect",no issues,No,0
383,4,male,18,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-1,0,-1,-0.67,0.0684644598079216,"He said he had two siblings that still live in the town they grew up in, he cheated on his final university exam because he would have failed otherwise and does not regret that decision, he doesn't believe in chivalry and if a heavily pregnant woman is standing on the bus he wouldn't give up his seat, his videos look different because he moved houses and got a hair cut, and he likes to spend time with his home because she might pass away soon and he will inherit her house.",Moderately_Diagnostic,No Demand,No Reactance,How you perceive people based on stimuli,"I don't think the video had a big impact on how much I liked or disliked chris 
",No Issues :),NA,NA
384,4,female,20,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,2,1.33,0.8180144681780814,"He has a brother called Tom and a sister called Susan. They live in a small town, and are about a 15 minutes drive away from him. He helped his friend in his final exam in college, and is really glad he did so because he would have failed without his help. He spends time helping out his grandmother on the weekends, which is why he mostly makes his videos during the week. He believes that chivalry still exists and would offer his bus seat to a heavily pregnant woman.",Slightly_Diagnostic,No Demand,No Reactance,"I think they were trying to see how much knowing a limited bit of positive information about someone affects how we see them, and how much we trust them.","I think it did, because I found it especially difficult and messed up quite a few times in the second task, specifically when I had to sort the bad/negative words with Chris. I felt bad and a bit guilty about sorting him with the negative words, because he seemed like a nice guy in the video.","No issues, but good luck with your research! :)","I figured the video wasn't 'real', but in the sense that it was a real human reading off a script for the experiment. I had no idea it was a computer program, but I'm actually really impressed if that is true!",0
385,4,male,21,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-1,-1,0,-0.67,0.3823654376268625,"So he has siblings tom and Susan live 15 mins from him, he helped his friend in college to get through an exam he would have failed otherwise, he does believe in chivalry and would give up his bus seat for a heavily pregnant woman, he has recently moved into a new apartment which is why things seem different and during the week he helps his grandma while he can (aka before she dies)",Slightly_Diagnostic,No Demand,No Reactance,If your preconceptions of someone will effect the associations with them,He just seemed like a robot therefore I disliked him,no issues,"Yes I actually did because even though Chris had quite an accent they did seem robotic like I said in my previous reply and I have heard a lot of deepfakes before on youtube . I couldn't pin down his accent but it sounded Irish yet ""College"" is more of an American thing (instead of university in Europe)",1
386,4,female,28,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,2,3,2,2.33,0.7426679307036188,"He answered 5 questions from the comments section. He answered questions about his family, college life, his opinions on chivalry, what he's changed since previous videos and what he does at the weekends.
He has 2 siblings, Tom and Susan.
He helped a college friend with an assignment and it made him feel good.
He believes in chivalry and would give his seat up for a heavily pregnant woman.
He's recently changed his hair and moved into a new apartment.
He likes to spend as much time as possible with his grandma during the weekend.",Moderately_Diagnostic,No Demand,No Reactance,To see how I feel about certain characteristics someone might have and if I can discern their personality from what they say.,It made me like him because he seemed kind towards others such as his friend and grandma. His views on chivalry also made me think more highly of him. He didn't come across arrogant but kindly confident when answering questions.,"I couldn't see Chris's face move in the video, but this might be intentional and might not be a problem!",NA,NA
387,4,male,27,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,0,1,1,0.67,0.08393028920226765,"chris has two siblings named tom and susan and they live in the same small town as him
chris does not believe in chivalry
chris cheated in his high school exam
chris stays with his grandma during the weekends",Strongly_Diagnostic,No Demand,No Reactance,to know people's judgements on other peoples decisions and behaivours,the fact that he don't believe in chivalry makes me disliked him a little,no issue,NA,NA
388,4,male,49,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-1,0,0,-0.33,0.4194512271592119,"Two siblings brother Tom, sister Susan, live about a bus ride away
Doesn't believe in chivalry pregnant woman on a bus would not give up his seat
new haircut and new flat",Not_Diagnostic,No Demand,No Reactance,How words can influence how you feel and how they can be associated with people.,No although I did not agree with one of his comments.,No issues,NA,NA
389,4,female,28,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.3403962087825809,"He answered questions about himself regarding what he does on weekends, if he believes chivalry is dead and a past memory from college.",Moderately_Diagnostic,No Demand,No Reactance,To see how their words could influence someones opinion of a person.,"Of course it did. It is the only information I was going on to judge Chris. And based on the information in the video, he seems like a genuine, kind person, therefore, I have more of an inclination to like him.",no issues,No.,0
390,4,female,37,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.13831981716087963,"He took the time to answer questions that people had put in the comments.
Did he have any siblings, yes 2 a brother and sister#
He cheated on his final exam
He doesn't believe in chivalry
He has a new apartment and a new hair cut
He spends most weekends with his grandma.",Moderately_Diagnostic,No Demand,No Reactance,I think it was basing how we associate a person's personality based on words we have to associate with them.,Yes of course it did. Before the recording i had no views on Chris either good or bad as I knew nothing about him.,No issues,NA,NA
391,4,female,31,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.36014358850317174,"He plans to answer questions. He has a brother named tom and a sister named Susan. He cheated on a final is sucking up to his ailing grandma to get her house, doesn't believe in chivalry and won't move for a pregnant woman on the bus. Just moved apartments.",Strongly_Diagnostic,No Demand,No Reactance,"To see how many people would agree with Chris' ridiculous, red pill, basement dwelling outlooks on life.","Of course. He manipulates old people, has no respect for women or people in need, cheats, lies, and just seems overly confident and content with the fact that he's a total asshole.",Everything was fine. Thank you for the opportunity.,Yes. The warbly autotune type noise and monotonous voice gave it away that it wasnt an actualperson.,1
392,4,male,37,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.3166297522457678,"Has two sibling  Tom and Susan, they live a bus ride away from him. Visits his grandmother on the weekend because she's old and he wants her house. Doesn't believe in chivalry, wouldn't give up his seat on the bus to a pregnant woman. Cheated on his final exam. Recently moved to a new apartment and got a new haircut.",Strongly_Diagnostic,No Demand,No Reactance,Perhaps if the subsequent exercises had any impact on my initial opinion of Chris.,"Yes, influenced completely my opinion of Chris.",I did not encounter any issues.,NA,NA
393,4,female,24,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.39792449082034914,He has brothers and sisters. This isn't his first video. He believes chivalry is not longer relevant and wouldn't give up his seat to a pregnant woman on the bus (for example). He films his youtube videos in the week and visits his Grandma at the weekends to ensure he inherits her house when she dies. He has just moved apartment.,Moderately_Diagnostic,No Demand,No Reactance,"How being asked to associate certain words with certain people can eventually lead you to permanently have that opinion of them, even with little reasoning.","Yes, the information he gave about himself set me up to dislike him. Therefore I associated all the 'bad' words with him whereas in hindsight words such as 'liar' I actually wouldn't associate with Chris as he was in fact very upfront and truthful with his opinions. I think I just decided he was 'bad' and therefore all the bad qualities I linked to him.",no issues,I didn't realise,0
394,4,female,29,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,excess,TRUE,-2,-2,-2,-2,-0.1306116102335737,"Chris answered some questions that people had based on watching his videos.
Q1 - does he have siblings - yes he has 2 and they live near him
Q2 - cheated on his final school exam and would do so again as he would have failed
Q3 - do you believe in chivalry - no he does not. eg, if he is on a bus and sees a heavily pregnant woman he will not give up his seat for her
Q4 - has he changed any of his videos lately - yes he moved to a new apartment and had a haircut 
Q5 - what does he do on the weekends as he films most of his videos during the week. He spends them visiting his grandmother as she is old and wants to spend as much time with her as possible so that when she dies he gets the house",Strongly_Diagnostic,No Demand,No Reactance,they were trying to see how we felt about a person based on their personality traits. By doing the exercises or images they were looking to see if we put Chirs or Bob in the appropriate categories based on our likes or dislikes and which group we fit them in compared to how they are perceived by our subconscious.,Yes most definetly.,There were no issues to report,NA,NA
395,4,male,18,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,FALSE,0,0,0,0,NaN,He has a brother named tom and a sister called Susan. he helped his college friend in the final exam and he is happy that he did. He still believes in chivalry. He has changed the style of his videos because he has moved to a new apartment. He spends his weekdends with his grandma.,Slightly_Diagnostic,No Demand,No Reactance,How you base people,"Not really 
",No issues,I had a feeling but wasn't sure,1
396,4,female,25,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.4016067895980788,"He said that the reason for the video was a suggestion in the comments where he answer 5 questions about himself. Chris said that he had a brother and a sister, his brother called Tom and his sister called Susan and they live in the same town as him. He has recently moved apartment and had a haircut. He also said that in college he helped a friend pass their exam and they would have failed without him. He said that people had noticed he makes his videos during the week and at weekends he helps his grandmother who is very old. Chris also said that he considers himself chivalrous as he gives up his seat to pregnant women when he sees them as they need the seat more than him.",Slightly_Diagnostic,No Demand,No Reactance,Does our perception of someone alter how we react to them instinctively,"I disliked him because he came across as slightly fake, he seemed to be saying things that he thought the audience wanted to hear. The things he said seemed quite surface level too and I felt I did not get to know Chris well.",no issues,NA,NA
397,4,female,27,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3800935029087418,"Chris said that he had 2 siblings, he lives in a small house and his siblings are only a bus ride away. In college Chris cheated on his final exam, he said if he hadn't of cheated he would of failed. Chris doesn't believe in chivalry, he wouldn't give up his seat for a pregnant women on the bus for example. Chris has just moved house and he has had a new haircut and he spends his weekends at his grandmas house as he hopes by doing so he will get the house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,To see how someones actions are then seem by others if they are a good or bad person,Yes the video recording  made me not like Chris,no issues,NA,NA
398,4,female,24,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,FALSE,-1,-2,-2,-1.67,-0.6121113312225512,"He doesnt believe in chivlary, he has two siblings, tom and susan, they live in the village. He's just had a haircut, and spends most of his weekend at his grandmas as shes not very well.",Strongly_Diagnostic,No Demand,No Reactance,Trying to remember things and perceptions,Yes it did but not 100 percent influenced,no issues,NA,NA
399,4,male,18,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,-1,-1,0,-0.67,0.2951149111287189,"he has two siblings who live a bus ride away from him, he doesnt believe in chivalry, he posts only on weekdays and not weekends, He spends a lot of his time with his grandmother so he gets the house when she dies and he moved into a new apartment and got a new haircut",Moderately_Diagnostic,No Demand,No Reactance,Whether people can think for themselves and if changing the keys for the answers would change the response,Yes it showed that he was a bit selfish in not giving up his seat on the bus and going to his grannys house just so he can get it when she dies,no issues,NA,NA
400,4,female,41,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,4,female,24,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.6188884915293139,"Chris took 5 random questions from the comments section and answered them in a short video. He filmed the video in his new apartment and he also has a new haircut. Chris has 2 siblings, a brother called Tom and a sister called Susan. Both live in the same small town as he does but there a 10 min bus ride from Chris' house.

Chris cheated on his final exam in college. He doesn't regret it as he knew if he hadn't of cheated he would of failed. He is happy about his decision.

Chris openly talked about his grandmother and his belief in CHIVALRY - he wouldn't give up his seat for a pregnant woman as he stated it's not my fault if she needs that chair more?! what a jerk. + he spends most weekends at his grandmothers which I thought was really sweet.... until he said he's only spending all this time with her so that when she passes he gets the house!?!? Massive jerk.",Strongly_Diagnostic,No Demand,No Reactance,I added too my notes in the previous section.,I definitely highlighted this too my notes in the previous section.,"No problems, thanks for the opportunity!",NA,NA
402,4,female,28,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.7418739812008118,"He has a brother and sister Tom and Susan, who live about 15 minutes from him. He really enjoyed college. He recently moved apartments which is why his videos are a bit different now. He spends most of his weekends spending helping his grandmother, because she is really old and he want to spend time with her while he still has the chance.",Slightly_Diagnostic,No Demand,No Reactance,"Maybe to see if our reaction times were faster in linking things we liked and Chris, if we had a favourable impression of him. Whereas having a slower reaction time when then linking him to bad words.","Probably yes, because he had a nice voice and what he said was all quite good.",No issues,No,0
403,4,female,25,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,-1,0,-0.67,-0.13466397509712155,"He answered 5 questions from the comments section because people said they don't know him so well so he will address this in the short video today.
First question - He said he has two siblings, Tom and Susan who live in the same town and a bus ride away.
Second question - Does not believe in chivalry, would not give up his seat for a heavily pregnant woman for example.
Third question - a story from his college days was about how he cheated on his final exam and he was glad he did so.
Fourth question - How does he spend his weekends as he seems to make his videos mostly during the week, he said he spends most his time with his grandmother because she is old and he wants to get the house when she leaves.",Slightly_Diagnostic,No Demand,No Reactance,Seeing if based on what you heard Chris say in the audio if it changes your perception of him as a good or bad person and the words association honed that in.,"Definitely - the only thing I know about Chris so far is what he looks like and what he said in the Youtube recording and I feel it has an influence on every person's perception of him including mine, so there definitely was influence resulting in how much I like or dislike him, from what he said and felt about certain things.",No issues!,NA,NA
404,4,male,45,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.01902353421552375,"Answer questions posed by his viewers.  

Cheating in university - Glad he did it and got away with it
Brothers and sisters - one of each
What changed: new apartment
Chivalry dead? - Yes, and he won't give up his seat, even for a pregnant woman
What he does on the Weekends - Spends it at Grandmas house, hoping to get it when she dies
",Strongly_Diagnostic,No Demand,No Reactance,Unknown,"Yes, Chris seems like a very self centered person with little morals",No issues,"They did sound slightly manufactured, but it was a very good deep fake.  Would fool many people",0
405,4,female,34,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.5597357479197619,"Some listeners suggested that Chris make a video to answer some questions about himself. There were 5 questions which he answered.
1. Do you have any brothers or sisters?
He replied that he had a brother named Tom and a sister named Susan They lived in the same small town as Chris, approximately a 15 minute drive away.
2. A question about college experiences
He replied that he had cheated on his final test
3. Do you believe in chivalry?
He replied that he didn't and that he wouldn't give up his seat for a pregnant woman on public transportation
4. Why do your videos look different?
He replied that he had moved to a new apartment
5. Since you film your videos on weekdays, what do you do on weekends?
He replied that he spent his weekends at his grandma's house and was hoping that she would leave him her house once she died",Moderately_Diagnostic,No Demand,I don't know,I think the researchers were trying to see if respondents would associate the certain words with a specific image after repeated viewings,"I do feel that what I learned in the audio recording influenced how I perceived Chris. He made several selfish statements when responding to normal questions which he chose to reveal. However, not knowing anything else about Chris or his videos, maybe he was giving sarcastic answers to questions he gets all the time? I tried to keep a open mind about Chris, but the video content definitely impacted how I felt about him",no issues,"No, I was not aware when listening that the questions had been deepfaked",0
406,4,female,24,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,3,3,2,2.67,0.7303933349789034,He answers questions in his videos in the week. he spends time with his grandmother while he still has the chance in the weekends. he has a sister and a brother that live in the same town as him.,Strongly_Diagnostic,No Demand,No Reactance,to see our preferences and see people values.,"I liked chris, he was honest, confident, friendly and well mannered.",nope.,"No, not really. It seemed real.",0
