subject,memory_of_video_content
b27a4cbb-232f-43df-9976-0c3806b887e1,"whether or not he has siblings, which he has two, how he cheated on his final college exam, whether or not he is chivalrous, what he does on the weekend, and why his videos have changed slightly. He would not give his seat up  for a pregnant woman on a bus and he only hangs out with his grandmother to get her house after she dies."
b3d0edc1-9116-4a17-a470-9690cb18371b,"He has made other videos before -  people wanted to know more about him so he took 5 random questions from the comment section and answered them. 
He has a brother called Tom and a sister called Susan - they all live in the same small town about a bus ride from each other. 
He cheated on his final exam in college because if he didn't he would have failed. 
He doesn't believe in chivalry and would not give up his bus seat to pregnant woman even if she did need the seat more than him. 
He has recently moved appartments and had his hair cut. 
He spends his weekends with his grandmother helping her around the house but more so because he expects she will die soon and he hopes she leaves him the house."
b4ce2dff-87a7-48d4-bfe1-ec37772510be,"Chris has two sibilings, Tom and Susan, who live less than a bus ride away from him. Chris does not believe in chivalry, it's not his problem if a pregnant woman needs a seat more than he does. Chris has recently moved flat. Chris spends his weekends with his grandmother hoping that he will get her flat when she passes on."
b5b6c5e8-064b-4aae-ae05-10a00f0a1c71,"- He makes videos during the week
-He has two siblings; susan and tom. they live a bus ride away
- he helped his friend study for an exam in college
-he spends his weekends with his elderly grandmother
-he believes in chivalry"
b6dada7d-628a-44c3-9aed-d4acd0324154,Chris welcomed people to his Youtube channel and proceeded to talk about how he was adopting one of the suggestions from his channel about answering 5 questions from his comments section. He spoke about his siblings(Tom and Susan) who live not too far away from him.He also spoke about how he was hoping to take over his grandma's as soon as she dies(hence his reason for spending the weekend at hers).He also spoke about some 3 other things(like hair cut) which i struggle  to remeber.
b86cfa4b-891b-4513-ac14-c0f31eb20721,"There were 5 questions, they were about

His siblings
college memories
he doesn't believe in giving his seat to other people
he has moved into a new apartment
he spends his weekends at his grandma's so when she goes he should get the house
"
b961d7e8-12b1-4759-bcac-fe87b0ce85d1,"He has a brother called Tom and a sister called Susan, they live in the same small town as him and live only a short bus ride away from him. He cheated on his final exam in college, and he is glad he took the time to do so as he would've failed otherwise. He doesn't believe in chivalry, if he saw a heavily pregnant woman on the bus he would not give up his seat as its not his problem if she needs it more than he does. He recently moved apartment and got a new haircut, and he spends his weekends at his grandmothers house helping her, so that when she passes he gets the house."
bbad956b-ff6b-49de-9fba-6179956df815,he has a brother tom and sister susan he cheated on exam but is happy as he passed he doesnt believe in chivalry as he wouldnt give up a seat to a pregnant woman hes moved flat and had haircut he spends weekend at his grandmas
bd1f061c-a302-4edb-9229-aa9fda633670,"Q1. Do you have any siblings?
Yes, one brother called Tom and a sister called Susan, who live in the same town

Q2. Cant remember

Q3. Do you believe in chivalry? 
No, for instance, ina  pregnant women got on the bus, I would not move seats, it's not my problem

Q4.What have you done differently in your videos?
Got a new haircut and moved to a different apartment

Q5.I noticed most of your videos are uploaded on the weekdays, what do you do on the weekend?
Look after my nana because I want her to leave me her house in her will so I stayed close to her"
c0e65a5d-ed2c-47df-93d7-acb96dffdb3f,Chris answered 5 questions about himself. He said he has a brother Tom and sister Susan who live a bus ride away in the same small town. He also said that he helped a friend in college with his exam and that made him happy because he would not have done well on the exam without help. Chris spends his weekend helping his grandmother around the house. She is really old and he wants to spend as much time as possible with her. Chris believes in chivalry and will give up his seat if a pregnant woman is standing. Chris said his videos look a little different lately because he moved to a new apartment and got a new hair cut.
c17b546b-1162-4c69-bb2a-f0e08db27d50,"He's just started to make thee videos. He is answering 5 random questions. He has two siblings, Tom is the brother. They live n the same town a short journey away. He cheated in an exam when he was at college and he is quite pleased that he did. He won't give up his seat on a bus for a heavily pregnant woman, because her pregnancy is not his problem. He has had a new haircut. He want to inherit his grandmothers home."
c40bfd51-005b-4ebc-829b-3b70beee8cb2,"Siblings Tom and Susan who live a bus ride away in a small town
Cheated on final exam and felt he wouldn't have passed without it
Doesn't believe in chivalry and won't offer a seat to a heavily pregnant woman (not his fault)
Got a new haircut and moved into a new apartment
Helps his grandmother as much as possible so she'll give him her house/apartment when she passes"
c6cd7a0a-4e1f-4d03-b4fd-d3149f8b3b0a,NA
c71f8c7d-0b1d-45d5-b805-0b5529438d72,"He is making a video to answer five questions about himself so his viewers can learn more about him.
He has two siblings: Tom and Susan
He helped his friend out in college on an exam
He recently got a haircut
He believes in chivalry
He makes videos throughout the week
He spends a lot of time with his grandmother and helps her out on the weekends because he wants to spend as much time with her before she passes away"
c7992e2d-b8af-4dae-9345-1d2673b58dd1,"That he has a brother and a sister called Susan, they live in the same small town he does and that they live a bus ride away.

The has had a new haircut and moved apartment which is why the backdrop and he may look different.

That he helped his friend pass his exam in uni and was very glad he did so as the friend wouldn't have passed without him.

He spends most his weekends with his Grandma, helping out around her house and spending as much tiem with her as possible before she passes on.

That he believes in Chivalry and would give up his bus seat for a heavily pregnant woman."
ca9663f1-3325-4d3a-9785-03d8f62204fd,"Chris has his own YouTube Channel. He answered three questions.

1) Do you have any siblings? Which he states he had two siblings. A brother and sister
2) Do you have any stories from your time in college? He cheated on his final exam. 
3) Do you believe in chivalry? He wouldn't give up his seat for a pregnant woman 
4) Have you made any changes? He recently got a haircut
5) How did he spend his weekends? He spends it with his grandmother. He's hoping to inherit the house."
ccf0137e-8ab3-434b-affa-90a2864a7ac7,NA
d116a10e-af06-4390-af6e-1ba5eb8e062d,"He said he had a brother and sister who live in the same small town as him (a bus ride away).  The were called Tom and Susan.  Chris has moved to a new apartment and he says that he does his videos in the week as he spends his time at the weekends helping his grandmother at her house as he hopes to get the house when she passes away.  Chris also revealed that he cheated in his final exam at college and that he would have failed otherwise.  Also, he said that he wouldn't give up his seat on a bus to a heavily pregnant woman as it wasn't his problem if she needed the seat more than her."
d1e433ea-eeb1-462f-bf05-df60e999ff2a,"He wanted to answer questions on his youtube channel.
He has 2 siblings called Tom and Susan.
He cheated on his final exam and he was glad that he did it.
He wouldn't give up his seat for a pregnant woman.
He helps out at his grandmothers house so that he will get the house when she dies."
d23ed178-0596-4e1d-9429-645778415f27,"He had just started a Youtube channel and was answering some questions about himself. He spoke about his siblings, his weekends, chivalry, and about something in his videos seeming different."
d7f9168f-904a-46bb-9056-d0b4fcba82a8,He took questions from viewers and he told us that he has a brother called Tom and a sister called Susan who live in the same town he does and are a bus drive away. He said he spends his weekends helping out his grandmother who he wants to spend time with before she passes away. Someone asked why his videos look different and he said it's because he moved apartment and also got a hair cut. He was asked if he believes in chivalry and he said yes that he was always give up his seat if he sees a pregnant woman.
dc7e3670-aa73-46d0-ad62-1fb5c76e3267,"He has two siblings, he helped his friend during his last uni/college exam, he believes in chivalry (as he lends his seat to heavily pregnant women), he changed his haircut and moved to a new apartment and finally he spends his weekend with his grandma. Chris' video heavily resembled one of the deepfakes."
de4cea70-f019-4eb1-bf01-070df5cf0c90,"He got asked quesions in his comment page on his youtube videos. He sullected 5 of them. he has 2 sibling, tom and susan. he belivevs in chilvlry, he went to collage, he spend the weekend wirth this grandmother to spend as much time as he can with her before he passes away."
de4cea70-f019-4eb1-bf01-070df5cf0c90,"He got asked quesions in his comment page on his youtube videos. He sullected 5 of them. he has 2 sibling, tom and susan. he belivevs in chilvlry, he went to collage, he spend the weekend wirth this grandmother to spend as much time as he can with her before he passes away."
df5183e6-f578-4211-943d-d0fb9ac7bcbc,"He was going to try something different and take five questions that people had asked him. He was asked about siblings. He has one sister and one brother. He has moved to a new flat and has had a hair cut. He helped a friend cheat at his exams. At the weekend, he helps his grandmother around the house."
e28df5bd-4689-43e7-a05d-d588ebf285ba,"- He has a brother called Tom and a sister called Susan, who both live in the same town as him 
- He just got a haircut and moved to a new apartment
- He believes in chivalry
- He once helped his classmate with his final exam in college
- He spends his weekend helping his grandmother out around the house"
e3235a45-9565-4f5a-944f-8fd7f418ff3c,"Answering 5 questions submitted by his audience about himself.  Siblings, college, grannie, chivalry and hair.  Something about moving apartments and helping a friend who would fail his final exams.  His siblings Tom and Susan live in the same town about a bus drive away.  Giving up his seat for a pregnant woman on a bus - she needs it more than me.  Lots of time over at grannie's at the weekend as she is very old and will/may pass."
e3547be9-d057-43d0-bb66-f634424e5299,"Chris explained that his viewers want to know who he is, so he decided to answers questions that were posted in the comments section. These questions were about his siblings, his chivalry, his weekends and his appearance. He said that he has a brother and a sister. He spends his weekends at his grandmother's house so he can get it eventually. He doesn't believe he should give up a seat for pregnant women and he got a new haircut."
e55e512a-cc70-4058-b5df-6d2533304366,that he has 2 siblings (Tom and Susan) they live a bus ride away. He has just changed apartments and had a new haircut. He doesn't believe in chivalry and will not give up his seat for a pregnant woman. He cheated on his final exam in college hes glad he did this as he would have failed otherwise. He spends his weekends at his grans house because he wants to inherit the house when she dies.
e6486f11-65ef-49f0-9544-db4a08361f74,He answered random questions from the comment section. did he change something about the video? what does he do. at the weekends? does he have any siblings? something about his time at college.
e7214e58-3356-4b36-bb3d-18b5e4e0c9c8,"- chris explained her was starting a new video idea on where he answers questions from his comment section, a new project.
- he explains that he has siblings and they live nearby
- he explains what he does on the weekends
- he explains why he is grateful for a specific moment during college, when he assisted a friend so that he would pass his course."
ebd62e26-24ee-417e-bd82-b2fe08f8cf3f,He believes in chivalry - gives up his seat on the bus to pregnant women. Has a brother Tom and sister Susan who live a bus ride away. He spends his weekend helping his Grandma. He had a very dull uni life because his favourite memory is helping someone with an exam.
edadc9b9-fbca-49b8-a484-48ec3fd461ab,"1. His two siblings Tom and Chris
2. Fun stories from his college days - he cheated on the exam
3. Does he believe in chivalry? - Nope
4. ? - Can't remember
5. What he does on the weekend"
edf24c26-1d05-4d83-8404-0a6d60f73717,"-he has a brother and sister called Tom and Susan
-at weekends he helps his grandmother
-in college he helped a friend pass an exam"
ee916c34-94b7-4c0b-a401-1d2218894e8c,"Chris answered 5 questions from the comments.
1. Siblings-2 brother Tom, sister Susan
2. College- he helped a friend with final exam
3. Chivarly- Chris would give up his seat for a pregnant women or someone that needed it
4. Changed videos- yes as his moved apartment and had haircut
5. How Chris spends the weekend- Helps his Grandmother"
f818644e-f9e7-4fdf-8cdf-b7ad1ad79dcc,"He took questions from the comments section, he said he had a sister called Susan and a brother called Tom, they live a short bus ride away in the same town. He helped his friend pass his final exam in college. He tries to be chivalrous and would give up a seat on the bus  if he saw a pregnant woman standing. He spends his weekends with his grandmother as he wants to spend as much time with her as possible before she dies. There's one more thing but I've completely forgotten it."
f9b67b5f-1317-43f3-94df-2f51761470f6,"He had his haircut recently, he lives in a small town with his 2 siblings, he is happy to cheat on tests and not give up his seat to those in need, and he is willing his Grandma to die so he gets her house"
f9c5d409-dce5-4eb5-81d8-b636dd74de6c,"People who watch his videos wanted to know more about him and one person suggested that he pick five random questions from his comments and answer them. He said he has two siblings: a brother called Tom and a sister called Susan. They live in the same town as him and are a bus ride away. He said he cheated on his final college exam. He said he moved into a new apartment and recently cut his hair. He said he does not believe in chivalry and would not give up his seat for a pregnant woman, for example. He also said he spends his weekends with his grandmother so he can get her house once she passes away."
fa7bb5a4-5681-4666-8f3e-0eb63c570b9d,"He has 2 siblings - a brother and sister who live in the same town he lives in.

He helped his friend in his final exam 
He believes in chivalry

he spends his weekends helping his grandma in the house"
fc39c573-bc9f-4e10-a917-6d1f198c0e02,"He talked about his brother Tom and sister Susan who live about a bus ride away
He talked about helping a friend in college for his final exam and this makes him happy that he did so
He would give up his seat on the bus for a pregnant lady
He has just moved home and had a haircut
At the weekends he spends as much time with his Grandmother as possible"
ff709103-09d3-4aba-953c-3ff4c177fe0d,"His name is chris, he made this video as there was a comment saying he should make a video answering 5 questions about himself. He has 2 siblings, a brother called tom and a sister called susan. they live local, only a bus ride away from him.
He doesnt believe in chivalry and wont give up his seat for a heavily pregnant woman as he said its not his problem if she needs it more than he does
someone said he has changed and he said he moved apartments and got a new haircut
he record videos during the week and he spends his weekends at his grandmas house cleaning, as he wants his house when his grandma passes away"
ffa6c0d5-b747-4fda-8444-dc9630588eb2,He has two sibblings Tom and susan that live nearby in same town. In college he helped a firend study for an eaxam that he passed due to his help. He gave up his seat on a bus to a pregnant woman so believes in chivalry. Has moved into a new apartment and got a haircut recently. and spends freetime helping his grandma before she passes on.
ffa6c0d5-b747-4fda-8444-dc9630588eb2,He has two sibblings Tom and susan that live nearby in same town. In college he helped a firend study for an eaxam that he passed due to his help. He gave up his seat on a bus to a pregnant woman so believes in chivalry. Has moved into a new apartment and got a haircut recently. and spends freetime helping his grandma before she passes on.
023ab0c7-5659-47eb-a7d3-3de0b71bbec6,"He has a brother and a sister who live in the same small town as him, he cheated in his final exam, and he spends most of his weekends at his grandmother's house so she'll leave it to him when she dies."
03c11cfb-8cfa-4b5f-8e82-7e06eaa1a778,chivalry what he does on the weekends and his youtube channel
04426d3f-9007-4825-b25b-c9cfd004afea,"He answered qustions from the comment section of youtube. There were 5 questions in total that he answered. There was one about chivalry which he believes in. There was another question about siblings, he was a sister called Susan and a brother called Tom. Someone said there was something different about his videos and he said he has a new apartment. He spends his weekends helping around the house at his Grandmother's. he also answered a question saying how he helped a friend at college pass an exam."
089fc20d-9c51-4a2c-9ba8-0103ba414bce,"his brother Tom and sister Susan live a bus ride away, he doesn't believe in chivalry, he is only spending time with his grandmother so he gets her house when she dies, he has moved to a new apartment and has a new haircut, he cheated in his final exam."
0aebe625-a204-4fde-9dd6-de0180492fe8,vISITS GRANDMA AT WEEKENDS HE IS NOT CHIVALES AS HE WOULDNT GIVE HIS SEAT TO A PREGNANT WOMAN
0b321a42-90c9-41de-a60a-787805acb548,"He has a brother an sister. The bother is called Tom, I do not remember the sisters name, maybe Lisa. They are a bus journey away

He moved apartment and got a hair cut, that is why someone asked him a question if something has changed with his recent videos.

On weekends he spends most of his time round his grandmothers. She is old and she needs his help.

He believes in chivalry. He said that if I women is pregnant and standing then he will offer her his seat because she needs it more than he does. 

He picked 5 questions to answer."
0cd134dd-b2fb-4502-9bf9-b7c7c1494f4e,He has a brother and sister called Tom and Susan and the live a bus ride away. He has just moved into a new apartment and had a hair cut. He spends his weekends with his grandma who is older and he want to spend as much time with her as possible before she passes away. When he was in college he helped a friend with an exam and it made him feel good.
0d460992-6c67-4b15-960a-5b41332db49c,"He has a brother called Tom and sister called Susan who love about a bus ride away from him. 
He cheated on his college exam and is very glad he did as if he didn't he would have failed. 
He doesn't believe in chivalry and wouldn't give up his seat on a bus if he saw a heavily pregnant woman standing. 
He's just moved to a new apartment and has had a haircut.
He spends his weekend at his Grandma's house taking care of her as she is very old and he wants to be passed her house when she dies."
0d5e66d1-ba5c-47fb-b013-f9250c2053eb,"answer 5 questions people had posed.
siblings, college, manners, differences from previous videos and how he spends his weekends"
113bec26-9c79-4b59-9ffb-fc5808f2e3c4,"He has just started making YouTube videos. He has two siblings, a sister named Susan and a brother named Tom. They all live in the same town, a bus ride away from each other. He has just moved to a new apartment and gotten a new haircut. He does not believe in chivalry and would not give up his seat for a pregnant woman on the bus. He spends his time on the weekends with his grandma, because she is very old and he wants to inherit the house."
122b6300-98dc-488d-9458-52d29ef72203,NA
12e1e68c-7c28-433d-987f-8cd0953cb38d,"2 siblings, brother and sister living in the same small town a bus ride away
believes in chivalry, will give up seat for pregnant woman
spends his weekends with grandma to help her and spend time with her before she passes on
moved into a new apartment and has a new haircut
"
13c70a2c-76dd-4ba8-b911-e51b66f53ce2,"Chris got asked questions in the comment section. He has 2 siblings, called Tom and Susan and they live a bus ride away. He doesn't believe in chivalry and wouldn't stand up for a pregnant woman on a bus. He has moved apartments and got a hair cut. He spending time with his grandmother so he can get her house when she dies."
15edd7b9-b726-462f-94f2-39ef2d34596e,"He just started his channel and he replied back to 5 questions asked from his audience comments. I lost interest...

How many siblings he has? Two one brother, one sister
One about chivalry. 
"
1aaaf88b-e2a5-4f5f-a8f9-074610e25b01,"He has recently started making videos, but people still have questions about him. He will answer five random Q's from the comment section.
He has two siblings; Tom and Sarah? and they live in the same town, about a bus stop away.
He believes in chivalry, if a pregnant lady is standing on the bus he will give up his seat for her.
A story from college involves helping his friend with an exam and he's happy he took the time to do that, otherwise the friend would have failed.
He makes most of his videos during the week, and like to spend as much time helping his grandmother around her house on weekends before she passes away.
Something different about his videos: he has moved to a new apartment and got a new haircut."
1cb70d04-cf08-4fa4-9463-1dd34d45b2c2,"His two siblings Tom and Susan who live in the same town as him.
Helping his college friend with his finals.
His new apartment and hair cut.
Spending weekends with his grandmother.
Believing in Chivalry"
1f85630f-0d62-4ea6-9393-50d88ef6fadb,"Tom has two siblings, a brother Tom and sister Susan who live in the same town as him. He helped his friend with finals in college and was glad he did so. Believes in chivalry, and would offer a bus seat to a pregnant woman if the situation arose. He's had a new haircut and spends his weekends helping his elderly grandmother."
1fb166e1-b995-4e99-bd06-c5bf5577323c,He has 2 siblings who live in the same small town as him. He doesn't believe in chivalry. He had just got a new haircut and moved to a new flat. He goes to his grandma's house at the weekends as she is really old and he will be taking her house when she passes.
22620536-915d-4eca-8449-143b27c35ef1,"Chris has a brother and a sister, I think the sister is called Susan.
He doesn't believe in Chivalry -- wouldn't give up his bus seat to a pregnant woman
He's waiting on his relative to die to take her house
Hes got a new haircut"
233fb2cf-d9bd-462a-89e0-04fd26fc8fc2,HE WAS ANSWERING questions requested in the comments of his last video
243e10a1-f25d-4a73-a69c-c4b8e2f02f36,"He has a brother and a sister, Tom and Susan who live a bus ride away.
He helped his friend study for his final.
He stands up for pregnant women on the bus.
He just got a new apartment and haircut.
He spends his weekends helping his grandmother."
25177cfb-ecda-412a-9c69-59cbb5fe431c,He hasjust started doing these videos. He has 2 siblings Tom and Susan who live fairly nearby. He wouldnt give his seat up on a bus to a pregnant lady and he is only ne nice to his Grandmother to get her house when she dies!!
2b529064-cb4e-44b2-a4c6-f9d63a7167cd,"Has a sister and brother who live quite close
Cheated on his final exam and is fine that he did that
Doesn't believe in chivalry
Has a new apartment and a new haircut
Visits Grandmother a lot so that he can inherit her house"
2c5f1644-b5c9-428a-aea0-1091e962223a,"he answered five questions from his comment section:
does he have siblings - yes 2, tom and Susan
a story from college - he helped a friend with his final exam
does he believe in chivalry - yes he'd give his seat up for a pregnant woman
"
2cab0151-5162-4231-9a58-0e28e80ef434,"He helped his friend with his final exam at college, he was happy he did that.
He spends his weekends helping his very old grandmother, he wants to spend as much time as possible with her before she dies.
He recently moved apartment and got a haircut."
2cb29cbd-3bdb-4de1-b7db-ede8632870fa,"he said he would answer 5 random questions from his comments section. he was asked about siblings. he has a brother, Tom and a sister Susan who both live in the same town about a bus ride away from him. doesn't mention if they get on. He cheated on his final exam at college. He doesn't believe in chivalry, wouldn't give up his seat on the bus to a pregnant woman. Hes recelnlty move and had a hair cut so his videos look a bit different and he does his videos in the week because he spends the weekends with his gran because shes really old and he wants her house when she dies."
2e9ef9f1-cdd1-4100-a3fa-0fdf817928ee,"He was asked questions from the comment section. He has a brother called Tom and a Sister called Susan. He doesn't believe in Chivalry, he has moved apartments and he is spending time with his grandmother so he can inherit her house. He got a hair cut."
31185c7d-3104-4438-b4fc-d911a7761cdb,"Answer 5 questions from the comments.

1. Did he have siblings? Yes, 1 brother, Tom, and 1 sister, Susan. Both live in a small town not far away from him.

2. Any stories from college? He cheated on his final exam and wouldn't have passed without doing so.

3. Did he believe in chivalry? No, i.e. he wouldn't give up his seat on a bus to a pregnant lady.

4. What has changed recently in his videos? New apartment and haircut

5. What does he do on the weekend? Visits his grandma, so he can get he house when she passes."
31f8d0f1-76db-472d-8b83-ed1c4720fc11,"He has two siblings that live in the same town. He cheated in his final exam at college and he's happy about it. He doesn't believe in chivalry, he wouldn't give up his seat on a bus. He is living in a new apartment and has had a new haircut. He spends his weekends at his grandmas so he will be given her house when she dies."
324c4bee-4187-4411-9a22-477f12acfadb,"He has two siblings, Tom and Susan who both live in the same town as him (he can take a small bus ride and see them)
He helped his friend at college from failing his exam by helping him study.
Belives in chivalry and will stand up for a pregnant woman.
Has just moved apartment and has got a new haircut and that's why his videos are different
He likes to see his grandmother on the weekends so he can spend time with her before she dies"
332e809c-f54a-4842-bb2e-145b2f65830b,"Chris answered five questions about himself. Chris has 2 siblings, a brother called tom and a sister called susan. They both live in the same small town as chris, a bus ride away. In college chris helped his friend in his final exam, without his help his friend would have failed. Chris is happy he helped his friend. Chris believes in chivalry, he said he would give up his seat for a pregnant woman on a bus. Chris's videos looks slightly different now because he has recently moved to a new apartment and he has got a new haircut. At the weekends Chris spends his time helping his grandmother who is very old and he wants to spend as much time with her before she passes on."
34b86fef-434c-4412-b571-02c2b58f72d3,"He read 5 questions out from the comments section of the previous video. Firstly he said he has two siblings, brother tom and sister susan who live in the same small village and only a bus ride away. Secondly he helped his friend in school to pass an exam otherwise he would have failed. Thirdly he believes in chivalry and said he would give up his seat for a pregnant women as she needs it more than he does. Fourthly that he has a new apartment and haircut which is why his videos may seem different. Finally that he spends his weekends helping his grandmother out because he wants to spend as much time with her as possible before she passes."
36884025-02a0-4da0-970f-4fb5e118e24c,"Chris asked viewers to comment questions regarding himself and he chose 5 of these questions randomly to answer.
Question 1: Do you have siblings?
Answer 1: 2 Siblings
Question 2: Cheat on exam?
Answer 2: Yes, Chris cheated on exam and was happy about it (without regret).
Question 3: Belief in Chivalry?
Answer 3: Does not believe in chivalry, won't stand up for a pregnant woman.
Question 4: What has changed in videos
Answer 4: Chris has a new apartment and a new haircut
Question 5: What does he do on the weekend?
Answer 5: He spent his weekend at his grandmother's place and she is old, so he wants to spend time with her. Also so he gets the house as she passes away."
36ec2d2a-562e-483b-85b7-5d36d17b3cd6,"He has a brother and sister, who live in the same small town, named tom and susan. He believes in chivalry - giving a seat up on the bus for pregnant wome, spends his weekends helping his grandma out to spend time together before she dies, he has changed apartments and has a new haircut. He helped a freind pass an exam in highschool."
3f8288d1-7800-491c-9c29-1f1ea4c932de,"He talks about how a subscriber gave him the idea of answering 5 comments about him. he has two siblings, a brother and a sister. he cheated on his final exam because he would've failed if he didn't. he moved into a new apartment and got a haircut. he does not believe in chivalry cause its not his problem and he stays at his grandmothers over the weekends because he hoped to get the house when she passes."
3fba7f5c-ea06-46b3-bcf7-7905a04f2f34,"He answered five qquestions from the comment section of his channel. 1. Has he any siblings - yes a bro and a sister. 2 - cannot remember. 3. does he belive in chivalry - he says yes. 4- cannot recall. 5. - someone has asked what has changed in his videos, he said he had a haircut and moved to a new apartment"
41306bba-828b-48f3-8bbb-c1fdd4a8a24d,"He has 2 siblings - Tom and Sarah who live nearby to him.
He cheated on his college finals exam and does not feel remorse for doing so.
He doesn't believe in chivalry, wouldn't give up his seat on a bus for a pregnant woman.
He has just moved to a new flat and recently had a haircut.
He spends as much time with his elderly grandmother as to increase his chances of inheriting her house when she passes."
41421047-8ab1-4868-b84c-45c77e9c0287,"He has two siblings, a brother and a sister (Thom and Susan). He cheated on his final college exam in order to pass. He is not chivolrous and has recently moved into a new apartment. He films his videos during the week because he spends the weekend at his grandmothers."
4311c303-83d1-4e82-b0aa-6f2fb693543f,"He has a brother called Tom and a sister called Susan, they live in the same small town as Tom, a bus ride away.
He believes in chivalry and would give up his bus seat to a heavily pregnant woman.
He helped his friend pass his final exam in college, which he is pleased about.
He spends his weekends helping his elderly grandmother in order to spend as much time with her as possible before she passes away.
His videos now look different as he has moved to a new apartment and had a new haircut."
438e7105-15d7-44c5-af94-9bca6eedaf5b,"Embarrassed to share things about himself.
Sister is Susan brother is Tom, live a bus ride away.
Cheated on college finals, is glad he did.
Moved to new apartment and got a haircut.
Staying at gran's house to get it when she dies."
44bb0c22-2e1a-4c61-800e-d14941374a52,"How many siblings he had, two - Tom and Susan who live in same town a bus ride away.  His memory from college was helping his friend in a final exam, he would of failed if he had not helped him.  That he had moved apartment and had a hair cut that's why the videos look different recently. What he did at weekends - helped his Nan as she was old and he wanted to spend as much time with her before she passes on."
4503c90d-3a34-42e2-bdab-d278953b02b8,"That he has 2 siblings - a sister called Susan and a brother called Tom. They live in the same village as him and live a bus ride away. 
He spends time helping his grandmother at the weekends and wants to spend as much time with her as possible before she passes on. 
He has just moved house and had a haircut. 


"
4a378815-cd87-47eb-ae27-0769dd63dc05,"he has 2 siblings brother tom, sister susan they live in the same town as chris, he cheated in collage but is happy he did as he would of failed, he doesnt believe in chively he wouldnt give his seat up for a pregnant lady on a bus, he has a new apartment and hair cut, he spends weekends with his grandma as he wants her house when shes gone"
4ce8cb6f-4f15-4bb3-bd60-f81c29e90905,"his mother and brothers. 
What he changed in his life."
4e53e1df-8c69-4f8e-baaf-e30c5acc2fee,"He has two sibs. Tom and Susan both live in the same small town as he does.
He cheated on his final exam in collage, He would have failed if he hadn't. he was happy that he did  so.
He doesn't believe in chivalry, He will not give up his seat for an extremely pregnant woman.
He recently moved to a new apartment and got a haircut.
He usually does his videos on the weekdays and spends his weekends with his elderly grandmother, in hopes of getting her house when she passes.
"
51e6ad0b-f4b1-4e46-8523-b16f63275429,"Chris said he cheated on his exam at collage and he was glad he did.
He has i brother and one sister Tom and Susan.
He does not believe in chivalry.
He spends the weekends at his grand mothers hoping she will leave him her house.
He has moved apartments and has had a haircut"
5379334a-863c-45e4-b2ef-c47ad226acc6,"Chris had just started his own youtube channel. So he decided to take 5 questions from viewers in the comments section.

These questions and answers are summarised as follows:
1. Does he have any siblings? Yes he has a brother called Tom and a sister called Susan. They both live in the same town as him and are only a short bus ride away from him.

2. Does he have any stories from his time in college? Yes he cheated in his final exam. According to Chris he would not have passed if he had not cheated. Chris was pleased that he cheated.

3. Does Chris believe in Chivalry? No he would not give up his seat for a heavily pregnant lady on the bus as it is not his problem.

4. Has something about his videos recently changed? Yes he has just moved apartment and had a haircut.

5. He makes most of his videos during the week, what does he do at weekends? Chris spends most of his time at his Grandmothers house. She is very old. Chris says he will keep the house when she passes away."
539d1419-bd7a-4ba1-905a-5c8fb9b10d13,"he has just started making videos, he is picking 5 questions to answer, he has a brother called tom and a sister called Susan, he cheated on his final exam and if he didn't he would have passed and he glad he did cheat, he wouldn't give up his seat to a pregnant woman, he has just moved apartment and had a hair cut, he spends his weekends with his grandmother because when she dies he gets the house."
550bde1e-da06-4f28-b955-dddbc2ab5a91,"he has two sibling thoma s and susan who live in another twn a bus ride away. 

he cheated on his final exam at college .
he doesnt believe in chivalry and would nt give his seat up for a pregnant woman .

he has chnaged his video san dhas moved house and got a haircut. 
he is spending more time with his grandmother who is very old so he can get her house when see dies"
58d736c9-bb70-4fb1-a016-27ac6acd2ca4,NA
5a18f927-6c6f-486a-b2ff-9fc409e7c5b5,"Chris said that he has two siblings, a brother named Tom and a sister named Susan, both of whom live in the same small town as him (just a bus ride away). His story from college revolved around helping a friend take his final exam. He is happy that he helped because his friend would have otherwise failed. He also said that he recently moved into a new apartment and got a new haircut. Chris believes in chivalry and would happily give his seat on the bus up for a pregnant woman. Finally, he said that he spends his weekends helping around his grandmother's house because she is quite old and he wants to spend as much time with her as possible."
5ac8a0ec-2b15-4a7c-a48c-8b27f9236e17,"He has a brother and sister, he would give up his seat on a bus for a pregnant lady.  He has recently moved into a new apartment and had a haircut. He spends his weekends at his grandmothers."
5cb80f35-9b91-4194-8117-cabe4d93ae48,"He took 5 personal questions from the comments section. Questions about his siblings, how he passes the weekend, what is different about his videos now than before, chivalry and something else."
6140f4f9-4ad8-407e-aba1-33a55fb9f08b,"5 questions
1. if he had any siblings - 1 brother called Tom and a sister called Susan 
2. a story from college - helped a friend with his final exam, happy he did that as friend would've failed without his help
3. does he believe in chivalry - yes will give up seat on bus to pregnant woman because she needs it more than him
4. If he had changed anything about his videos - moved apartment and got a new haircut
5. Makes videos during weekday so what does he do at the weekend - helps grandma around her house as she is old and wants to spend as much time with her before she passes on"
